index,name,team,position,points,pos_rank,drop_off,sd_pts,floor,ceiling,salary,avg_type,avg,value
137,Jarvis Landry,CLE,WR,10.075,12,0.078536862,0.6123138,8.4091,13.1029,7400,median,10,0.075
139,Cody Latimer,NYG,WR,3.16125,84,0.107875,0.711648,2.519,4.4577,4600,mean,3.33,-0.16875
141,John Brown,BUF,WR,9.52875,20,0.114236963,0.3810282,8.665,11.945,6600,median,9,0.52875
144,Albert Wilson,MIA,WR,3.9025,73,0.18156338,0.978516,2.08,5.102,4700,mean,4.08,-0.1775
145,Allen Hurns,MIA,WR,4.71325,62,0.087385271,0.934038,3.281,5.5536,5100,mean,5.43,-0.71675
161,Amari Cooper,DAL,WR,9.95325,14,0.12575,0.644931,8.058,11.21815,7900,median,12,-2.04675
162,DeVante Parker,MIA,WR,9.48,21,0.132486963,0.9014208,8.7083,12.487,6000,mean,9.57,-0.09
163,Nelson Agholor,PHI,WR,4.811187861,61,0.130448132,1.349166,3.7669,5.754,4800,mean,4.37,0.441187861
165,Jamison Crowder,NYJ,WR,8.433,30,0.17475,0.874734,7.0418,12.238,6300,median,9,-0.567
166,Justin Hardy,ATL,WR,2.428,96,0.10325,0.4062324,1.78,3.068,4600,mean,3.33,-0.902
167,Stefon Diggs,MIN,WR,10.415,11,0.357661862,0.7872606,9.8545,12.8445,7900,median,12,-1.585
168,Tyler Lockett,SEA,WR,11.292,7,0.037828603,2.1935067,9.4605,14.7405,7000,median,10,1.292
169,Breshad Perriman,TBB,WR,3.02775,86,0.055,0.474432,2.3143,3.5238,4900,mean,4.87,-1.84225
177,Chris Conley,JAC,WR,6.212,51,0.131,1.097124,4.731,7.269,6000,mean,9.57,-3.358
186,Tyrell Williams,OAK,WR,8.10025,33,0.359625,0.9221772,6.6407,11.627,6200,median,8,0.10025
187,DeAndre Carter,HOU,WR,1.091,122,0.050125,0.474432,0.4296,2.2296,4500,median,0,1.091
188,DeAndrew White,CAR,WR,0.307,153,0.0245,0.207564,0.084,0.6852,4500,median,0,0.307
189,Jake Kumerow,GBP,WR,2.282,98,0.05925,0.6249159,1.623,3.105,4900,mean,4.87,-2.588
191,Damiere Byrd,ARI,WR,0.34275,150,0.01525,0.237216,0.10665,0.9115,4600,mean,3.33,-2.98725
192,Seth Roberts,BAL,WR,2.111,102,0.07375,0.066717,2.0162,2.769,4700,mean,4.08,-1.969
193,Adam Humphries,TEN,WR,4.12075,70,0.08075,0.533736,3.366,4.6139,5300,mean,6.76,-2.63925
212,Laquon Treadwell,MIN,WR,0.954,125,0.043528465,0.6938568,0.271,2.0616,4700,mean,4.08,-3.126
213,Tyler Boyd,CIN,WR,9.043957885,26,0.370082885,0.429954,7.779,12.3285,6000,mean,9.57,-0.526042115
214,Michael Thomas,NOS,WR,15.164,1,1.512375,1.3469421,13.252,17.4415,9200,median,15,0.164
215,Rashard Higgins,CLE,WR,1.9455,106,0.1445,0.5285469,1.5625,3.09075,4500,median,0,1.9455
217,Sterling Shepard,NYG,WR,8.76225,27,0.243,0.6686526,6.958,12.034,5900,median,8,0.76225
218,Pharoh Cooper,ARI,WR,2.3675,97,0.114,0.44478,1.8988,3.1016,5100,mean,5.43,-3.0625
219,Geronimo Allison,GBP,WR,3.17625,83,0.056125,0.8020866,2.617,4.0292,4900,mean,4.87,-1.69375
220,Mike Thomas,LAR,WR,0.10825,161,0.02125,0.059304,0.012,0.7766,4500,median,0,0.10825
225,Chris Moore,BAL,WR,0.3785,147,0.03125,0.237216,0.0744,0.6484,4600,mean,3.33,-2.9515
226,Demarcus Robinson,KCC,WR,4.2565,68,0.077,1.3202553,2.87725,5.3025,4600,mean,3.33,0.9265
227,Trevor Davis,OAK,WR,1.666346154,110,0.012346154,0.597715892,0.611673077,2.59075,4500,median,0,1.666346154
228,Tyreek Hill,KCC,WR,14.57725,2,1.96925,1.8925389,11.8085,16.3635,8300,median,15,-0.42275
230,Cody Core,NYG,WR,0.6545,135,0.049,0.0237216,0.2632,0.6992,4500,median,0,0.6545
234,Alex Erickson,CIN,WR,4.648229458,63,0.058979458,0.400302,3.288,5.4962,4700,mean,4.08,0.568229458
235,Johnny Holton,PIT,WR,1.10975,121,0.025375,0.3973368,0.54,3.03,4900,mean,4.87,-3.76025
238,Robby Anderson,NYJ,WR,6.673,46,0.0625,1.171254,4.7976,7.884,6100,mean,9.24,-2.567
239,Chester Rogers,IND,WR,3.636176724,75,0.106472216,0.320880652,3.16,4.6695,5200,mean,5.9,-2.263823276
241,Kalif Raymond,TEN,WR,0.95325,126,0.132278465,0.289107,0.55445,1.638,4700,mean,4.08,-3.12675
256,Corey Davis,TEN,WR,6.0985,52,0.15525,0.696822,4.552,6.8345,5200,mean,5.9,0.1985
257,Mike Williams,LAC,WR,7.25475,41,0.145875,1.0719198,5.779,8.3657,5700,mean,9.03,-1.77525
258,Curtis Samuel,CAR,WR,7.144,42,0.132666812,1.3906788,5.037,8.4772,5800,mean,8.61,-1.466
259,Dede Westbrook,JAC,WR,7.4235,39,0.117,0.511497,6.2981,11.538,5700,mean,9.03,-1.6065
260,Isaiah Ford,MIA,WR,1.124,120,0.023625,1.0274418,0.4293,1.9233,4500,median,0,1.124
261,Chris Godwin,TBB,WR,12.49,4,0.642449517,0.6812547,11.6774,14.9185,8200,median,10,2.49
262,Cooper Kupp,LAR,WR,11.63585097,6,0.357100966,1.1238108,10.2044,14.185,7800,median,12,-0.364149034
263,Josh Reynolds,LAR,WR,2.429733161,95,0.031983161,1.423296,1.082,3.648493264,5300,mean,6.76,-4.330266839
264,Zay Jones,OAK,WR,3.29775,81,0.06175,0.6367767,2.40775,4.181,4700,mean,4.08,-0.78225
272,Kenny Golladay,DET,WR,7.7195,36,0.17925,0.7168371,6.61955,9.71155,7100,median,10,-2.2805
273,Mack Hollins,PHI,WR,1.004,124,0.050375,0.4951884,0.428,1.4784,4500,median,0,1.004
276,Isaiah McKenzie,BUF,WR,2.84075,89,0.116,1.267623,1.485,3.98175,4800,mean,4.37,-1.52925
278,David Moore,SEA,WR,2.5675,93,0.11100842,0.5678358,1.858,3.5032,4700,mean,4.08,-1.5125
280,Tim Patrick,DEN,WR,3.551409016,76,0.069909016,1.245384,1.519,4.87069541,5100,mean,5.43,-1.878590984
282,Marcus Johnson,IND,WR,3.966,72,0.111901742,0.5693184,3.028,4.4252,4900,mean,4.87,-0.904
286,Keelan Cole,JAC,WR,3.079,85,0.069875,0.2624202,2.71525,4.4185,5100,mean,5.43,-2.351
287,Kendrick Bourne,SFO,WR,2.8265,90,0.215,0.4269888,2.509,3.4366,4600,mean,3.33,-0.5035
291,Zach Pascal,IND,WR,6.6335,47,0.08275,0.8317386,5.3453,9.331,5400,mean,7.18,-0.5465
313,Calvin Ridley,ATL,WR,11.03391974,10,0.78891974,1.55673,9.69,13.999,6500,median,9,2.03391974
314,Courtland Sutton,DEN,WR,9.691890244,17,0.086218663,0.4069737,7.97385,12.1485,6600,median,9,0.691890244
315,James Washington,PIT,WR,6.807,45,0.15375,0.696822,5.8265,8.612,6200,median,8,-1.193
316,Allen Lazard,GBP,WR,3.805696515,74,0.211903645,0.3209829,2.665,4.37075,5400,mean,7.18,-3.374303485
317,Christian Kirk,ARI,WR,9.587218163,19,0.082843163,1.022994,8.583855428,12.488,6100,mean,9.24,0.347218163
318,Deon Cain,PIT,WR,1.496,115,0.065690422,0.756126,0.7962,2.2372,4800,mean,4.37,-2.874
319,Braxton Berrios,NYJ,WR,0.543,139,0.019625,0.200151,0.277,0.8346,4500,median,0,0.543
320,Anthony Miller,CHI,WR,5.535916667,57,0.122291667,0.4363786,4.861,6.2153,5300,mean,6.76,-1.224083333
321,Auden Tate,CIN,WR,5.735,55,0.189291667,0.770952,3.641,6.6713,5200,mean,5.9,-0.165
322,Javon Wims,CHI,WR,2.9905,87,0.092625,0.2490768,1.2925,3.85975,4500,median,0,2.9905
323,Tre'Quan Smith,NOS,WR,3.455,78,0.122,0.207564,2.0358,5.3396,4500,median,0,3.455
324,Michael Gallup,DAL,WR,9.135,25,0.231896058,0.7101654,8.153,12.868,6800,median,8,1.135
325,Marcell Ateman,OAK,WR,0.77425,128,0.0455,0.3491523,0.45215,1.21665,4500,median,0,0.77425
326,DaeSean Hamilton,DEN,WR,1.6435,112,0.066375,0.4062324,1.163,3.1545,4700,mean,4.08,-2.4365
327,Robert Foster,BUF,WR,1.425119155,117,0.170119155,0.104876619,1.1584,2.012,4900,mean,4.87,-3.444880845
329,Trey Quinn,WAS,WR,3.3055,80,0.00875,0.882147,2.4525,4.172,4700,mean,4.08,-0.7745
330,Malik Turner,SEA,WR,2.092,103,0.1145,0.4462626,1.6532,2.3822,4900,mean,4.87,-2.778
343,Justin Watson,TBB,WR,0.6035,137,0.032,0.4062324,0.2066,1.5068,4500,median,0,0.6035
345,Marquez Valdes-Scantling,GBP,WR,3.508,77,0.10025,2.2579998,1.8681,5.48,5400,mean,7.18,-3.672
346,Damion Ratley,CLE,WR,0.20325,156,0.03825,0.192738,0.0112,1.1772,4500,median,0,0.20325
347,Russell Gage,ATL,WR,5.50925,58,0.441125,1.386231,4.43,7.299,5400,mean,7.18,-1.67075
351,Cody Hollister,TEN,WR,0.42,146,0.056,0.355824,0.024,0.564,4500,median,0,0.42
353,Byron Pringle,KCC,WR,0.70675,132,0.018375,0.170499,0.518,1.04195,4600,mean,3.33,-2.62325
354,Greg Ward,PHI,WR,1.6645,111,0.02275,0.563388,0.295,2.1219,5300,mean,6.76,-5.0955
360,Vyncint Smith,NYJ,WR,1.15,119,0.033125,0.6019356,0.322,1.7298,4600,mean,3.33,-2.18
361,Trent Sherfield,ARI,WR,0.7345,129,0.013,0.0800604,0.3962,1.572,4500,median,0,0.7345
362,Cam Sims,WAS,WR,0.4595,145,0.06025,0.1467774,0.362,0.5591,4500,median,0,0.4595
367,KhaDarel Hodge,CLE,WR,0.723,130,0.009625,0.311346,0.276,0.9698,4800,mean,4.37,-3.647
370,Chris Lacy,DET,WR,0.6075,136,0.00575,0.0704235,0.56475,0.65025,4500,median,0,0.6075
393,N'Keal Harry,NEP,WR,3.3605,79,0.058875,0.652344,1.8844,4.1182,5500,median,6,-2.6395
394,DK Metcalf,SEA,WR,8.35725,31,0.2275,0.274281,7.1313,11.5865,6300,median,9,-0.64275
395,Riley Ridley,CHI,WR,0.115,160,0.015375,0.1141602,0.0046,0.7728,4500,median,0,0.115
396,A.J. Brown,TEN,WR,7.734,35,0.0955,1.0793328,5.649,11.324,5300,mean,6.76,0.974
397,Marquise Brown,BAL,WR,8.15925,32,0.2355,0.9918594,7.0417,10.919,5600,mean,7.22,0.93925
398,JJ Arcega-Whiteside,PHI,WR,1.9725,105,0.0985,0.6367767,1.10325,3.083,4900,mean,4.87,-2.8975
399,Terry McLaurin,WAS,WR,8.5855,28,0.1425,0.3914064,7.341,12.169,5800,mean,8.61,-0.0245
401,Mecole Hardman,KCC,WR,4.6035,64,0.0675,0.8925252,3.5435,7.325,5600,mean,7.22,-2.6165
402,Kelvin Harmon,WAS,WR,2.955,88,0.121375,1.40847,1.4335,4.036,4800,mean,4.37,-1.415
403,Andy Isabella,ARI,WR,2.48325,94,0.05438342,0.2016336,1.71,3.028,4900,mean,4.87,-2.38675
404,Darius Slayton,NYG,WR,7.523,38,0.132125,1.7161095,5.75,9.38125,6300,median,9,-1.477
406,Miles Boykin,BAL,WR,1.9825,104,0.0235,0.570801,1.6475,2.575,4700,mean,4.08,-2.0975
407,Jakobi Meyers,NEP,WR,1.7995,108,0.103076923,1.1749605,0.7555,3.9625,5100,mean,5.43,-3.6305
408,Stanley Morgan,CIN,WR,0.345,149,0.003625,0.266868,0.1305,0.98575,4500,median,0,0.345
409,Deebo Samuel,SFO,WR,7.07375,43,0.195791812,1.512252,5.3265,11.1122,5600,mean,7.22,-0.14625
417,Diontae Johnson,PIT,WR,5.823,54,0.17775,0.711648,4.766,6.8651,5300,mean,6.76,-0.937
423,Olabisi Johnson,MIN,WR,2.623,91,0.03925,0.29652,2.136,4.764,5000,mean,5.66,-3.037
424,Ashton Dulin,IND,WR,0.535,140,0.026875,0.207564,0.234,1.368,4500,median,0,0.535
425,Keelan Doss,OAK,WR,1.8025,107,0.0395,1.660512,0.14,2.754,4600,mean,3.33,-1.5275
428,Andre Patton,LAC,WR,0.2,157,0.0725,0,0.2,0.2,4500,median,0,0.2
429,Damion Willis,CIN,WR,0.3495,148,0.005625,0.2253552,0.0732,0.849,4500,median,0,0.3495
433,Deonte Harris,NOS,WR,0.265,155,0.063375,0.155673,0.1705,0.3595,4500,median,0,0.265
434,Diontae Spencer,DEN,WR,0.04,164,0.02,0,0.04,0.04,4600,mean,3.33,-3.29
435,Olamide Zaccheaus,ATL,WR,0.315,152,0.0115,0.244629,0.1665,0.4635,4500,median,0,0.315
35,Jason Witten,DAL,TE,4.83175,13,0.118606959,0.81543,3.5105,11.07,5500,mean,7.67,-2.83825
39,Ben Watson,NEP,TE,2.7325,30,0.307375,0.8176539,1.647,3.59705,5200,median,5,-2.2675
44,Marcedes Lewis,GBP,TE,1.16275,53,0.0815,0.6938568,0.2225,2.953,4000,median,0,1.16275
47,Greg Olsen,CAR,TE,6.9325,8,0.7805,1.33434,5.49,11.74,5100,mean,5.92,1.0125
54,Jared Cook,NOS,TE,8.79,3,0.23475,2.550072,6.25,11.468,6700,median,9.7,-0.91
62,Jimmy Graham,GBP,TE,4.27175,19,0.25375,0.615279,3.21,11.2365,5800,median,6.5,-2.22825
66,Kyle Rudolph,MIN,TE,4.181,20,0.337,0.9607248,2.4409,5.8745,4500,median,0,4.181
68,Lance Kendricks,LAC,TE,0.42175,79,0.0275,0.2386986,0.2716,1.606,4400,median,1.6,-1.17825
73,Lee Smith,BUF,TE,0.574,75,0.03675,0.4084563,0.118,1.005,4000,median,0,0.574
74,Charles Clay,ARI,TE,1.92375,40,0.02675,0.919212,0.9485,4.1595,4500,median,0,1.92375
76,Virgil Green,LAC,TE,0.72,66,0.024,0.0548562,0.6105,0.9575,4000,median,0,0.72
87,Derek Carrier,OAK,TE,0.8305,61,0.02,0.4010433,0.46475,1.20525,4000,median,0,0.8305
92,Garrett Celek,SFO,TE,0.763,64,0.0275,0.3306198,0.2215,1.465,4000,median,0,0.763
108,Travis Kelce,KCC,TE,11.5095,1,2.3,1.119363,9.938,13.752,7100,median,5.3,6.2095
109,Zach Ertz,PHI,TE,8.533,5,0.84,1.393644,4.476,11.744,6900,median,10.9,-2.367
110,Tyler Eifert,CIN,TE,3.392,25,0.141,0.6160203,2.614,4.17225,4700,mean,3.91,-0.518
111,Vance McDonald,PIT,TE,3.833,22,0.3845,0.237216,1.98,4.289,5000,mean,5.16,-1.327
112,Darren Fells,HOU,TE,4.3595,18,0.133125,0.8035692,3.5983,8.4,4700,mean,3.91,0.4495
116,Ryan Griffin,NYJ,TE,5.7425,10,0.70875,1.0044615,4.80835,8.814,5600,median,5.45,0.2925
117,Ryan Griffin,NYJ,TE,5.7425,10,0.70875,1.0044615,4.80835,8.814,6000,median,6.4,-0.6575
120,Demetrius Harris,CLE,TE,1.674,46,0.12,0.555975,0.998,2.27,4500,median,0,1.674
123,Jack Doyle,IND,TE,6.5615,9,1.131,1.215732,5.13305,10.5905,5000,mean,5.16,1.4015
124,Josh Hill,NOS,TE,1.75675,45,0.10775,0.9325554,0.839,2.5717,4500,median,0,1.75675
128,Logan Thomas,DET,TE,1.484,48,0.1765,0.3254307,1.10775,1.9375,4700,mean,3.91,-2.426
149,Cameron Brate,TBB,TE,3.489,23,0.089,0.3647196,2.9783,4.317,5000,mean,5.16,-1.671
170,Maxx Williams,ARI,TE,1.624,47,0.2245,0.437367,0.627,2.075,4400,median,1.6,0.024
171,Nick O'Leary,JAC,TE,2.0515,37,0.037,0.5885922,0.6165,2.765,4800,mean,3.76,-1.7085
172,Jeff Heuerman,DEN,TE,1.225,51,0.056625,0.7672455,0.47125,2.1025,4200,mean,2.04,-0.815
173,Ben Koyack,JAC,TE,0.6415,73,0.05475,0.1912554,0.248,1.2488,4000,median,0,0.6415
174,Jesse James,DET,TE,1.174,52,0.045875,0.2639028,0.86175,1.6275,4000,median,0,1.174
175,Tyler Kroft,BUF,TE,1.782,44,0.066625,0.4269888,1.2429,2.389,4500,median,0,1.782
176,Blake Bell,KCC,TE,0.368,81,0.09575,0.3269133,0.105,0.61825,4000,median,0,0.368
179,Darren Waller,OAK,TE,7.626,7,0.879,0.3395154,6.84,7.9262,6100,median,8,-0.374
181,MyCole Pruitt,TEN,TE,0.663,72,0.0425,0.4418148,0.2385,1.70825,4300,mean,2.23,-1.567
182,C.J. Uzomah,CIN,TE,1.995,39,0.078625,0.726474,1.2,3.00725,4300,mean,2.23,-0.235
184,Nick Boyle,BAL,TE,2.3165,33,0.0725,0.6642048,1.052,3.1362,4800,mean,3.76,-1.4435
194,Daniel Brown,NYJ,TE,1.0935,54,0.039,0.7954149,0.01175,1.885,4300,mean,2.23,-1.1365
195,Matt LaCosse,NEP,TE,1.885,42,0.08525,0.607866,1.02425,2.4275,4200,mean,2.04,-0.155
221,Hunter Henry,LAC,TE,8.5775,4,0.431,0.763539,7.204,12.088,6600,median,7.3,1.2775
222,Tyler Higbee,LAR,TE,4.691,15,0.1095,0.3365502,4.02,5.2623,5500,mean,7.67,-2.979
223,Nick Vannett,PIT,TE,0.751,65,0.041,0.3662022,0.35475,1.0235,4000,median,0,0.751
224,Joshua Perkins,PHI,TE,0.6915,69,0.01875,0.2727984,0.0776,1.322,4000,median,0,0.6915
240,Chris Manhertz,CAR,TE,0.14375,84,0.13475,0.14826,0.007,0.334,4000,median,0,0.14375
265,O.J. Howard,TBB,TE,3.408,24,0.0635,0.7413,1.788,4.2443,4800,mean,3.76,-0.352
267,Jonnu Smith,TEN,TE,4.735286082,14,0.069786082,0.81543,3.549,5.196221649,5300,median,4.7,0.035286082
268,Jeremy Sprinkle,WAS,TE,2.248,34,0.072,0.4143867,1.8375,2.80975,4500,median,0,2.248
271,Mo Alie-Cox,IND,TE,1.909,41,0.05775,0.407715,1.04275,2.3375,4000,median,0,1.909
275,George Kittle,SFO,TE,9.629,2,0.94525,1.4914956,7.022,12.2612,7000,median,13.25,-3.621
281,Ricky Seals-Jones,CLE,TE,2.034,38,0.074625,1.0541286,1.0535,3.22325,4800,mean,3.76,-1.726
283,Jacob Hollister,SEA,TE,4.949,12,0.165481959,0.155673,4.1829,5.4199,5500,mean,7.67,-2.721
284,Darrell Daniels,ARI,TE,0.5185,77,0.088875,0.37065,0.1158,1.0445,4000,median,0,0.5185
289,Robert Tonyan,GBP,TE,0.9235,58,0.02975,0.2172009,0.54175,1.4925,4000,median,0,0.9235
331,Mark Andrews,BAL,TE,7.76,6,0.48075,1.8584391,5.9265,10.90085,6500,median,7.4,0.36
332,Mike Gesicki,MIA,TE,4.64,16,0.19875,0.266868,3.1155,5.2708,5000,mean,5.16,-0.52
333,Troy Fumagalli,DEN,TE,0.6805,70,0.0165,0.3573066,0.302,1.1122,4300,mean,2.23,-1.5495
334,Dallas Goedert,PHI,TE,5.1185,11,0.228125,0.6071247,4.2141,5.94135,5200,median,5,0.1185
335,Tyler Conklin,MIN,TE,0.5995,74,0.0345,0.2876244,0.3025,0.84425,4000,median,0,0.5995
336,Durham Smythe,MIA,TE,0.692,68,0.006,0.3135699,0.21,1.884,4000,median,0,0.692
337,Ian Thomas,CAR,TE,1.069,55,0.05125,0.5989704,0.363,1.8235,4000,median,0,1.069
338,Hayden Hurst,BAL,TE,1.8175,43,0.048125,0.29652,1.558,2.2414,4500,median,0,1.8175
339,Blake Jarwin,DAL,TE,2.8045,29,0.196125,0.1193493,2.59175,3.00225,4800,mean,3.76,-0.9555
341,Jordan Akins,HOU,TE,2.48425,31,0.143,0.326172,1.8689,2.842,4900,median,3.3,-0.81575
342,Dalton Schultz,DAL,TE,0.2705,83,0.193625,0.133434,0.089,0.5825,4000,median,0,0.2705
364,Anthony Firkser,TEN,TE,2.112,36,0.06925,0.348411,1.295,2.4825,5000,mean,5.16,-3.048
365,Johnny Mundt,LAR,TE,0.8785,60,0.05425,0.5203926,0.4126,1.466,4000,median,0,0.8785
369,Ross Dwelley,SFO,TE,0.9955,57,0.07925,0.385476,0.4818,2.0303,5300,median,4.7,-3.7045
410,Noah Fant,DEN,TE,4.523,17,0.207375,0.600453,3.682,5.41785,5100,mean,5.92,-1.397
411,T.J. Hockenson,DET,TE,2.9715,28,0.203,0.415128,1.9975,3.47365,4700,mean,3.91,-0.9385
412,Jace Sternberger,GBP,TE,0.665,71,0.01275,0.192738,0.5415,1.2845,4000,median,0,0.665
413,Irv Smith Jr.,MIN,TE,3.205,27,0.317,0.6093486,2.454,4.5457,5100,mean,5.92,-2.715
414,Kaden Smith,NYG,TE,3.855,21,0.194,0.637518,2.5575,5.6975,4000,median,0,3.855
415,Dawson Knox,BUF,TE,3.297,26,0.20875,0.578214,2.7775,3.7375,4500,median,0,3.297
416,Isaac Nauta,DET,TE,0.556,76,0.078,0.0118608,0.3542,0.6692,4000,median,0,0.556
419,Trevon Wesco,NYJ,TE,0.4205,80,0.0995,0.4284714,0.1182,0.722,4000,median,0,0.4205
420,Foster Moreau,OAK,TE,2.366,32,0.08375,0.474432,1.79,2.88,4700,mean,3.91,-1.544
426,Andrew Beck,DEN,TE,0.274,82,0.066875,0.0934038,0.2065,0.7274,4200,mean,2.04,-1.766
438,Hale Hentges,WAS,TE,0.4375,78,0.016375,0.044478,0.406,0.487,4000,median,0,0.4375
0,Buffalo Bills,BUF,DST,5.5275,28,0.31125,1.393644,4.276,6.6655,4000,median,5,0.5275
1,Indianapolis Colts,IND,DST,7.1975,11,0.12,0.7413,6.054,7.817,4300,median,5,2.1975
2,Miami Dolphins,MIA,DST,5.8375,26,0.2025,0.311346,5.32375,5.8925,3300,median,4,1.8375
3,New England Patriots,NEP,DST,8.005,3,0.0725,1.03782,6.958,9.866,4900,median,8,0.005
4,New York Jets,NYJ,DST,7.8175,6,0.40125,0.837669,6.89875,9.6,4900,median,8,-0.1825
5,Cincinnati Bengals,CIN,DST,6.655,19,0.03,0.481845,5.1,7.6625,3500,median,5,1.655
6,Cleveland Browns,CLE,DST,7.1625,12,0.20875,0.348411,6.3395,7.22,4600,median,6,1.1625
7,Tennessee Titans,TEN,DST,6.11,24,0.16625,0.59304,5.36,7.025,4100,median,6,0.11
8,Jacksonville Jaguars,JAC,DST,7.9275,5,0.29125,0.311346,6.963,9.3,4400,mean,6.88,1.0475
9,Pittsburgh Steelers,PIT,DST,7.3775,8,0.0525,0.51891,6.475,8.91,3700,median,6,1.3775
10,Denver Broncos,DEN,DST,6.185,23,0.105,0.29652,5.459,6.68,4400,mean,6.88,-0.695
11,Kansas City Chiefs,KCC,DST,6.6175,21,0.365,0.59304,5.675,7.225,4200,median,6,0.6175
12,Oakland Raiders,OAK,DST,5.025,31,,0.363237,4.4625,6.0975,3100,median,3,2.025
13,Los Angeles Chargers,LAC,DST,6.9,15,0.14,0.7413,5.765,7.4,3900,median,6,0.9
14,Seattle Seahawks,SEA,DST,6.05,25,0.26,0.800604,5.433,6.97,3700,median,6,0.05
15,Dallas Cowboys,DAL,DST,6.7475,18,0.10375,0.481845,4.96,7.485,4200,median,6,0.7475
16,New York Giants,NYG,DST,5.3875,29,0.3525,0.533736,4.6475,6.62375,3000,median,4,1.3875
17,Philadelphia Eagles,PHI,DST,8.4275,2,0.45625,0.07413,7.3835,9.87,5000,median,8,0.4275
18,Arizona Cardinals,ARI,DST,5.7425,27,0.285,0.044478,5.4775,5.87125,3500,median,5,0.7425
19,Washington Redskins,WAS,DST,6.9925,13,0.085,1.0267005,5.69125,8.25,3200,mean,5.87,1.1225
20,Chicago Bears,CHI,DST,7.455,7,0.095,0.088956,5.955,8.423,5000,median,8,-0.545
21,Detroit Lions,DET,DST,6.765,16,0.01375,0.378063,6.3625,7.225,4400,mean,6.88,-0.115
22,Green Bay Packers,GBP,DST,7.9375,4,0.065,0.785778,6.9295,8.69,4800,median,8,-0.0625
23,Minnesota Vikings,MIN,DST,6.755,17,0.05375,0.681996,5.801,7.468,3600,median,5.5,1.255
24,Tampa Bay Buccaneers,TBB,DST,6.32,22,0.1725,1.386231,5.1875,7.675,3800,median,4,2.32
25,Atlanta Falcons,ATL,DST,4.695,32,,0.289107,3.6525,5.34,3200,mean,5.87,-1.175
26,Carolina Panthers,CAR,DST,8.7325,1,0.51625,0.7413,7.8825,9.45,4700,median,7,1.7325
27,Los Angeles Rams,LAR,DST,7.3425,9,0.09,0.66717,6.677,7.91,4100,median,6,1.3425
28,New Orleans Saints,NOS,DST,7.3075,10,0.1275,0.029652,6.522,7.93,4700,median,7,0.3075
29,San Francisco 49ers,SFO,DST,6.6325,20,0.16375,0.81543,5.5025,8.05,3800,median,4,2.6325
30,Baltimore Ravens,BAL,DST,6.915,14,0.0825,0.59304,6.206,8.61,4000,median,5,1.915
31,Houston Texans,HOU,DST,5.045,30,0.185,0.429954,4.355,5.7825,3200,mean,5.87,-0.825
