Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,
40934-52436,TE,Mark,Mark Andrews,Andrews,11.20909119,11,6500,SF@BAL,BAL,SF,,,,,
40934-27229,RB,Ameer,Ameer Abdullah,Abdullah,1.633333312,9,4800,MIN@SEA,MIN,SEA,,,,,
40934-46882,RB,Jay,Jay Ajayi,Ajayi,1.600000024,1,4800,PHI@MIA,PHI,MIA,,,,,
40934-83221,RB,De'Lance,De'Lance Turner,Turner,1.549999952,2,4500,PHI@MIA,MIA,PHI,,,,,
40934-29593,WR,Marqise,Marqise Lee,Lee,0.850000024,4,4500,TB@JAC,JAC,TB,IR,Shoulder,,Zach Ertz,3.9
40934-40647,WR,Marquez,Marquez Valdes-Scantling,Valdes-Scantling,6.099999861,11,5400,GB@NYG,GB,NYG,,,,,
40934-86687,WR,Marquise,Marquise Brown,Brown,11.71111128,9,5600,SF@BAL,BAL,SF,,,,,
40934-32243,WR,Marquise,Marquise Goodwin,Goodwin,4.012499809,8,4800,SF@BAL,SF,BAL,,,,,
40934-29949,WR,Marvin,Marvin Hall,Hall,5.185714177,7,4700,CHI@DET,DET,CHI,Q,Foot,,,
40934-22103,WR,Marvin,Marvin Jones Jr.,Jones Jr.,13.28181874,11,6400,CHI@DET,DET,CHI,,,,,
40934-61157,QB,Brett,Brett Rypien,Rypien,0,0,6000,LAC@DEN,DEN,LAC,,,,,
40934-47551,TE,Mason,Mason Schreck,Schreck,0,0,4000,NYJ@CIN,CIN,NYJ,,,,,
40934-62133,QB,Chase,Chase Litton,Litton,0,0,6000,TB@JAC,JAC,TB,,,,,
40934-29866,RB,Paul,Paul Perkins,Perkins,1.433333397,3,4500,CHI@DET,DET,CHI,,,,,
40934-27672,TE,Matt,Matt LaCosse,LaCosse,2.325000048,4,4200,NE@HOU,NE,HOU,,,,,
40934-55148,QB,Clayton,Clayton Thorson,Thorson,0,0,6000,BUF@DAL,DAL,BUF,,,,,
40934-44715,QB,Cooper,Cooper Rush,Rush,0,0,6000,BUF@DAL,DAL,BUF,,,,,
40934-38837,QB,Danny,Danny Etling,Etling,0,0,6000,NO@ATL,ATL,NO,,,,,
40934-54239,TE,Matt,Matt Sokol,Sokol,0,0,4000,TB@JAC,JAC,TB,,,,,
40934-7856,WR,Matthew,Matthew Slater,Slater,0,0,4500,NE@HOU,NE,HOU,,,,,
40934-52606,QB,David,David Blough,Blough,0,0,6000,CHI@DET,DET,CHI,,,,,
40934-28346,TE,Maxx,Maxx Williams,Williams,2.82222218,9,4400,LAR@ARI,ARI,LAR,,,,,
40934-71352,WR,Mecole,Mecole Hardman,Hardman,7.57272755,11,5600,OAK@KC,KC,OAK,,,,,
40934-29734,RB,Ty,Ty Montgomery,Montgomery,1.410000038,10,4600,NYJ@CIN,NYJ,CIN,,,,,
40934-12539,D,Miami,Miami Dolphins,Dolphins,2.636363636,11,3300,PHI@MIA,MIA,PHI,,,,,
40934-29357,RB,Kenjon,Kenjon Barner,Barner,1.291111098,9,5100,NO@ATL,ATL,NO,,,,,
40934-69956,WR,Michael,Michael Gallup,Gallup,12.70000034,9,6800,BUF@DAL,DAL,BUF,,,,,
40934-28573,WR,Michael,Michael Thomas,Thomas,19.20909119,11,9200,NO@ATL,NO,ATL,,,,,
40934-64357,WR,Michael,Michael Walker,Walker,-0.666666667,3,4500,TB@JAC,JAC,TB,,,,,
40934-63717,RB,Alec,Alec Ingold,Ingold,1.257142884,7,4500,OAK@KC,OAK,KC,,,,,
40934-64576,RB,Damien,Damien Harris,Harris,1.200000048,1,4500,NE@HOU,NE,HOU,Q,Hamstring,,,
40934-32384,WR,Mike,Mike Evans,Evans,16.30000028,11,7700,TB@JAC,TB,JAC,,,,,
40934-56265,TE,Mike,Mike Gesicki,Gesicki,5.170000076,10,5000,PHI@MIA,MIA,PHI,,,,,
40934-43956,QB,David,David Fales,Fales,0,1,6000,NYJ@CIN,NYJ,CIN,,,,,
40934-55694,WR,Mike,Mike Thomas,Thomas,0.466666659,3,4500,LAR@ARI,LAR,ARI,,,,,
40934-32185,RB,Zach,Zach Line,Line,1.171428544,7,4500,NO@ATL,NO,ATL,Q,Knee,,,
40934-39829,WR,Mike,Mike Williams,Williams,8.280000305,10,5700,LAC@DEN,LAC,DEN,,,,,
40934-64827,WR,Miles,Miles Boykin,Boykin,4,9,4700,SF@BAL,BAL,SF,,,,,
40934-52931,RB,Elijhaa,Elijhaa Penny,Penny,1.160000038,5,4500,GB@NYG,NYG,GB,,,,,
40934-12540,D,Minnesota,Minnesota Vikings,Vikings,7.363636364,11,3600,MIN@SEA,MIN,SEA,,,,,
40934-39795,QB,Davis,Davis Webb,Webb,0,0,6000,BUF@DAL,BUF,DAL,,,,,
40934-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,1.233333349,6,4000,TEN@IND,IND,TEN,,,,,
40934-22018,WR,Mohamed,Mohamed Sanu,Sanu,7.869999695,10,5800,NE@HOU,NE,HOU,Q,Ankle,,,
40934-70341,TE,Moritz,Moritz Boehringer,Boehringer,0,0,4000,NYJ@CIN,CIN,NYJ,,,,,
40934-62505,TE,MyCole,MyCole Pruitt,Pruitt,0.833333333,3,4300,TEN@IND,TEN,IND,,,,,
40934-52409,RB,Jakob,Jakob Johnson,Johnson,1,1,4500,NE@HOU,NE,HOU,IR,Shoulder,,,
40934-55209,TE,Nate,Nate Becker,Becker,0,0,4000,BUF@DAL,BUF,DAL,,,,,
40934-64051,QB,Drew,Drew Lock,Lock,0,0,6000,LAC@DEN,DEN,LAC,IR,Thumb,,,
40934-29683,WR,Nelson,Nelson Agholor,Agholor,6.690000153,10,4800,PHI@MIA,PHI,MIA,Q,Knee,,,
40934-12541,D,New England,New England Patriots,Patriots,17.81818182,11,4900,NE@HOU,NE,HOU,,,,,
40934-12542,D,New Orleans,New Orleans Saints,Saints,8.909090909,11,4700,NO@ATL,NO,ATL,,,,,
40934-12543,D,New York,New York Giants,Giants,6.909090909,11,3000,GB@NYG,NYG,GB,,,,,
40934-12544,D,New York,New York Jets,Jets,8.818181818,11,4900,NYJ@CIN,NYJ,CIN,,,,,
40934-14327,RB,Anthony,Anthony Sherman,Sherman,0.966666698,3,4500,OAK@KC,KC,OAK,,,,,
40934-60930,RB,Myles,Myles Gaskin,Gaskin,0.900000016,3,4600,PHI@MIA,MIA,PHI,,,,,
40934-62510,TE,Nick,Nick Boyle,Boyle,4.154545524,11,4800,SF@BAL,BAL,SF,,,,,
40934-62616,RB,Zach,Zach Zenner,Zenner,0.900000016,3,4500,LAR@ARI,ARI,LAR,,,,,
40934-7744,QB,Drew,Drew Stanton,Stanton,0,0,6000,CLE@PIT,CLE,PIT,IR,Knee,,,
40934-103824,QB,Easton,Easton Stick,Stick,0,0,6000,LAC@DEN,LAC,DEN,,,,,
40934-24817,TE,Nick,Nick O'Leary,O'Leary,1.883333365,6,4800,TB@JAC,JAC,TB,,,,,
40934-28570,TE,Nick,Nick Vannett,Vannett,1.510000038,10,4000,CLE@PIT,PIT,CLE,,,,,
40934-69168,WR,N'Keal,N'Keal Harry,Harry,5.400000095,2,5500,NE@HOU,NE,HOU,,,,,
40934-71705,TE,Noah,Noah Fant,Fant,5.563636433,11,5100,LAC@DEN,DEN,LAC,,,,,
40934-103896,WR,Nsimba,Nsimba Webster,Webster,0,0,4500,LAR@ARI,LAR,ARI,,,,,
40934-63479,RB,John,John Kelly,Kelly,0.899999976,1,4500,LAR@ARI,LAR,ARI,,,,,
40934-39286,TE,O.J.,O.J. Howard,Howard,4.537499905,8,4800,TB@JAC,TB,JAC,,,,,
40934-12537,D,Oakland,Oakland Raiders,Raiders,5.636363636,11,3100,OAK@KC,OAK,KC,,,,,
40934-31360,WR,Odell,Odell Beckham Jr.,Beckham Jr.,10.58181832,11,7300,CLE@PIT,CLE,PIT,,,,,
40934-61631,WR,Olabisi,Olabisi Johnson,Johnson,5.8125,8,5000,MIN@SEA,MIN,SEA,,,,,
40934-64496,WR,Olamide,Olamide Zaccheaus,Zaccheaus,0,0,4500,NO@ATL,ATL,NO,,,,,
40934-63869,WR,Parker,Parker Baldwin,Baldwin,0,0,4500,NO@ATL,ATL,NO,,,,,
40934-58499,TE,Parker,Parker Hesse,Hesse,0,0,4000,TEN@IND,TEN,IND,,,,,
40934-56262,WR,Parris,Parris Campbell,Campbell,4.399999936,6,5000,TEN@IND,IND,TEN,Q,Hand,,,
40934-63383,RB,Jordan,Jordan Scarlett,Scarlett,0.899999976,1,4500,WAS@CAR,CAR,WAS,Q,Knee,,,
40934-60840,QB,Jake,Jake Browning,Browning,0,0,6000,MIN@SEA,MIN,SEA,,,,,
40934-45299,RB,David,David Fluellen,Fluellen,0.800000012,2,4500,TEN@IND,TEN,IND,IR,Knee,,,
40934-26610,WR,Paul,Paul Richardson Jr.,Richardson Jr.,5.05,10,5000,WAS@CAR,WAS,CAR,Q,Hamstring,,,
40934-104281,QB,Jake,Jake Dolegala,Dolegala,0,0,6000,NYJ@CIN,CIN,NYJ,,,,,
40934-28890,RB,Derek,Derek Watt,Watt,0.757142884,7,4500,LAC@DEN,LAC,DEN,,,,,
40934-29411,TE,Pharaoh,Pharaoh Brown,Brown,1.233333349,3,4000,CLE@PIT,CLE,PIT,,,,,
40934-40932,WR,Pharoh,Pharoh Cooper,Cooper,4.271428517,7,5100,LAR@ARI,ARI,LAR,,,,,
40934-12545,D,Philadelphia,Philadelphia Eagles,Eagles,7.545454545,11,5000,PHI@MIA,PHI,MIA,,,,,
40934-27982,QB,Jake,Jake Rudock,Rudock,0,0,6000,PHI@MIA,MIA,PHI,,,,,
40934-25813,WR,Phillip,Phillip Dorsett II,Dorsett II,9.787500381,8,5400,NE@HOU,NE,HOU,Q,Concussion,,,
40934-53967,RB,Nick,Nick Bawden,Bawden,0.74000001,5,4500,CHI@DET,DET,CHI,IR,Knee,,,
40934-12547,D,Pittsburgh,Pittsburgh Steelers,Steelers,12,11,3700,CLE@PIT,PIT,CLE,,,,,
40934-62967,WR,Preston,Preston Williams,Williams,9.350000381,8,4500,PHI@MIA,MIA,PHI,IR,Knee - acl,,,
40934-44893,RB,Roosevelt,Roosevelt Nix,Nix,0.699999988,2,4500,CLE@PIT,PIT,CLE,IR,Knee,,,
40934-94453,RB,Darwin,Darwin Thompson,Thompson,0.65999999,5,4500,OAK@KC,KC,OAK,,,,,
40934-14257,WR,Randall,Randall Cobb,Cobb,9.469999695,10,6000,BUF@DAL,DAL,BUF,,,,,
40934-64744,RB,Josh,Josh Adams,Adams,0.600000024,2,4500,NYJ@CIN,NYJ,CIN,,,,,
40934-45791,WR,Rashard,Rashard Higgins,Higgins,2.7,5,4500,CLE@PIT,CLE,PIT,,,,,
40934-39580,RB,Devontae,Devontae Booker,Booker,0.574999988,4,4500,LAC@DEN,DEN,LAC,,,,,
40934-103996,WR,Reggie,Reggie White Jr.,White Jr.,0,0,4500,GB@NYG,NYG,GB,,,,,
40934-55514,RB,Buddy,Buddy Howell,Howell,0.5,1,4500,NE@HOU,HOU,NE,,,,,
40934-22065,TE,Rhett,Rhett Ellison,Ellison,3.170000076,10,5000,GB@NYG,NYG,GB,Q,Concussion,,,
40934-53498,WR,Richie,Richie James Jr.,James Jr.,2.136363636,11,4600,SF@BAL,SF,BAL,,,,,
40934-40977,TE,Ricky,Ricky Seals-Jones,Seals-Jones,5.333333333,6,4800,CLE@PIT,CLE,PIT,,,,,
40934-69325,WR,Riley,Riley Ridley,Ridley,0,0,4500,CHI@DET,CHI,DET,,,,,
40934-26251,WR,Robby,Robby Anderson,Anderson,7,11,6100,NYJ@CIN,NYJ,CIN,,,,,
40934-48371,WR,Robert,Robert Davis,Davis,1.600000024,1,4500,PHI@MIA,PHI,MIA,,,,,
40934-42107,WR,Robert,Robert Foster,Foster,1.266666651,6,4900,BUF@DAL,BUF,DAL,Q,Hamstring,,,
40934-56192,QB,John,John Wolford,Wolford,0,0,6000,LAR@ARI,LAR,ARI,,,,,
40934-80353,TE,Robert,Robert Tonyan,Tonyan,2.079999924,5,4000,GB@NYG,GB,NYG,,,,,
40934-29685,WR,Robert,Robert Woods,Woods,10.49000015,10,7100,LAR@ARI,LAR,ARI,,,,,
40934-22113,RB,Alfred,Alfred Morris,Morris,0.400000006,1,4500,LAR@ARI,ARI,LAR,,,,,
40934-38624,RB,T.J.,T.J. Logan,Logan,0.387499988,8,4500,TB@JAC,TB,JAC,,,,,
40934-12872,RB,James,James Develin,Develin,0.300000012,1,4500,NE@HOU,NE,HOU,IR,Neck,,,
40934-83138,TE,Ross,Ross Dwelley,Dwelley,5.120000076,5,5300,SF@BAL,SF,BAL,,,,,
40934-55964,RB,Tony,Tony Brooks-James,Brooks-James,0.233333329,3,4500,CLE@PIT,PIT,CLE,,,,,
40934-52916,WR,Russell,Russell Gage,Gage,3.744444529,9,5400,NO@ATL,ATL,NO,,,,,
40934-31329,WR,Russell,Russell Shepard,Shepard,2,2,4500,GB@NYG,NYG,GB,IR,Foot,,,
40934-63611,QB,Kyle,Kyle Shurmur,Shurmur,0,0,6000,OAK@KC,KC,OAK,,,,,
40934-45259,QB,Logan,Logan Woodside,Woodside,0,0,6000,TEN@IND,TEN,IND,,,,,
40934-52369,QB,Manny,Manny Wilkins,Wilkins,0,0,6000,GB@NYG,GB,NYG,,,,,
40934-33703,WR,Ryan,Ryan Grant,Grant,1.700000048,2,4500,GB@NYG,GB,NYG,,,,,
40934-33463,QB,Paxton,Paxton Lynch,Lynch,0,0,6000,CLE@PIT,PIT,CLE,,,,,
40934-34073,TE,Ryan,Ryan Griffin,Griffin,6.745454268,11,5600,NYJ@CIN,NYJ,CIN,,,,,
40934-55609,TE,Ryan,Ryan Izzo,Izzo,5.099999905,4,4500,NE@HOU,NE,HOU,,,,,
40934-41857,RB,Dalyn,Dalyn Dawkins,Dawkins,0.200000003,1,4500,TEN@IND,TEN,IND,,,,,
40934-38634,WR,Ryan,Ryan Switzer,Switzer,0.837499976,8,4800,CLE@PIT,PIT,CLE,IR,Back,,,
40934-33702,QB,Ryan,Ryan Griffin,Griffin,0,0,6000,TB@JAC,TB,JAC,,,,,
40934-64835,RB,Dexter,Dexter Williams,Williams,0.200000003,1,4500,GB@NYG,GB,NYG,,,,,
40934-56286,QB,Trace,Trace McSorley,McSorley,0,0,6000,SF@BAL,BAL,SF,,,,,
40934-24641,WR,Sammy,Sammy Watkins,Watkins,11.5,8,6100,OAK@KC,KC,OAK,,,,,
40934-12549,D,San Francisco,San Francisco 49ers,49ers,13.54545455,11,3800,SF@BAL,SF,BAL,,,,,
40934-43973,RB,Keith,Keith Smith,Smith,0.166666667,3,4500,NO@ATL,ATL,NO,,,,,
40934-61273,WR,Scotty,Scotty Miller,Miller,2.712500095,8,4700,TB@JAC,TB,JAC,,,,,
40934-27117,TE,Sean,Sean Culkin,Culkin,0.850000024,2,4000,LAC@DEN,LAC,DEN,IR,Achilles,,,
40934-30788,QB,Tyler,Tyler Bray,Bray,0,0,6000,CHI@DET,CHI,DET,,,,,
40934-56649,WR,Sean,Sean Modster,Modster,0,0,4500,SF@BAL,BAL,SF,,,,,
40934-12550,D,Seattle,Seattle Seahawks,Seahawks,8.545454545,11,3700,MIN@SEA,SEA,MIN,,,,,
40934-104284,RB,Bruce,Bruce Anderson III,Anderson III,0,0,4500,TEN@IND,IND,TEN,,,,,
40934-70335,TE,Seth,Seth DeValve,DeValve,2.450000048,4,4500,TB@JAC,JAC,TB,Q,Oblique,,,
40934-54741,WR,Seth,Seth Roberts,Roberts,3.32222218,9,4700,SF@BAL,BAL,SF,,,,,
40934-40164,WR,Shelton,Shelton Gibson,Gibson,1.325000048,4,4500,CLE@PIT,CLE,PIT,,,,,
40934-61570,RB,Chandler,Chandler Cox,Cox,0,0,4500,PHI@MIA,MIA,PHI,,,,,
40934-61072,WR,Stanley,Stanley Morgan,Morgan,1.099999984,3,4500,NYJ@CIN,CIN,NYJ,,,,,
40934-25079,WR,Stefon,Stefon Diggs,Diggs,12.54545455,11,7900,MIN@SEA,MIN,SEA,,,,,
40934-29277,TE,Stephen,Stephen Anderson,Anderson,0,0,4000,LAC@DEN,LAC,DEN,,,,,
40934-104008,TE,Stephen,Stephen Carlson,Carlson,2.866666794,3,4500,CLE@PIT,CLE,PIT,,,,,
40934-27477,WR,Sterling,Sterling Shepard,Shepard,11.51999969,5,5900,GB@NYG,NYG,GB,,,,,
40934-40118,WR,Steven,Steven Mitchell Jr.,Mitchell Jr.,0,1,4500,NE@HOU,HOU,NE,,,,,
40934-62994,WR,Steven,Steven Sims Jr.,Sims Jr.,2.799999931,11,4600,WAS@CAR,WAS,CAR,,,,,
40934-103352,RB,Christian,Christian Wade,Wade,0,0,4500,BUF@DAL,BUF,DAL,,,,,
40934-71706,TE,T.J.,T.J. Hockenson,Hockenson,5.445454684,11,4700,CHI@DET,DET,CHI,Q,Shoulder,,,
40934-83140,RB,Christopher,Christopher Ezeala,Ezeala,0,0,4500,SF@BAL,BAL,SF,,,,,
40934-104424,RB,Craig,Craig Reynolds,Reynolds,0,0,4500,NO@ATL,ATL,NO,,,,,
40934-22031,WR,T.Y.,T.Y. Hilton,Hilton,12.18571472,7,7000,TEN@IND,IND,TEN,Q,Calf,,,
40934-56099,RB,Cullen,Cullen Gillaspia,Gillaspia,0,0,4500,NE@HOU,HOU,NE,,,,,
40934-47523,WR,Tajae,Tajae Sharpe,Sharpe,4.211111281,9,4700,TEN@IND,TEN,IND,,,,,
40934-12551,D,Tampa Bay,Tampa Bay Buccaneers,Buccaneers,6.636363636,11,3800,TB@JAC,TB,JAC,,,,,
40934-83117,TE,Tanner,Tanner Hudson,Hudson,0.850000024,2,4000,TB@JAC,TB,JAC,,,,,
40934-41155,WR,Taquan,Taquan Mizzell Sr.,Mizzell Sr.,2.424999952,8,4500,NO@ATL,NO,ATL,,,,,
40934-29183,RB,D.J.,D.J. Foster,Foster,0,0,4500,LAR@ARI,ARI,LAR,IR,Hamstring,,,
40934-26458,WR,Tavon,Tavon Austin,Austin,2.599999958,9,4500,BUF@DAL,DAL,BUF,,,,,
40934-54753,WR,Taylor,Taylor Gabriel,Gabriel,8.422222561,9,5400,CHI@DET,CHI,DET,Q,Concussion,,,
40934-45565,WR,Taysom,Taysom Hill,Hill,4.045454545,11,4700,NO@ATL,NO,ATL,,,,,
40934-47780,WR,Taywan,Taywan Taylor,Taylor,0,2,4500,CLE@PIT,CLE,PIT,,,,,
40934-6627,WR,Ted,Ted Ginn Jr.,Ginn Jr.,6.059999847,10,5200,NO@ATL,NO,ATL,,,,,
40934-52342,QB,Will,Will Grier,Grier,0,0,6000,WAS@CAR,CAR,WAS,,,,,
40934-70342,TE,Temarrick,Temarrick Hemingway,Hemingway,0,0,4000,WAS@CAR,CAR,WAS,,,,,
40934-12534,D,Tennessee,Tennessee Titans,Titans,8.363636364,11,4100,TEN@IND,TEN,IND,,,,,
40934-56250,WR,Terry,Terry McLaurin,McLaurin,11.38000031,10,5800,WAS@CAR,WAS,CAR,,,,,
40934-93413,WR,Terry,Terry Wright,Wright,0,0,4500,CLE@PIT,PIT,CLE,,,,,
40934-61060,RB,Devine,Devine Ozigbo,Ozigbo,0,0,4500,TB@JAC,JAC,TB,,,,,
40934-33403,WR,Tevin,Tevin Jones,Jones,2.400000095,2,5100,CLE@PIT,PIT,CLE,,,,,
40934-103998,WR,Thomas,Thomas Ives,Ives,0,0,4500,CHI@DET,CHI,DET,,,,,
40934-32158,QB,Garrett,Garrett Gilbert,Gilbert,-0.066666668,3,6000,CLE@PIT,CLE,PIT,,,,,
40934-57091,WR,Tim,Tim Patrick,Patrick,5.25,2,5100,LAC@DEN,DEN,LAC,,,,,
40934-71355,RB,Elijah,Elijah Holyfield,Holyfield,0,0,4500,WAS@CAR,CAR,WAS,,,,,
40934-24607,QB,Chad,Chad Kelly,Kelly,-0.100000001,1,6000,TEN@IND,IND,TEN,,,,,
40934-104388,WR,Tom,Tom Kennedy,Kennedy,0,0,4500,CHI@DET,DET,CHI,,,,,
40934-56212,TE,Tommy,Tommy Sweeney,Sweeney,1.325000048,4,4000,BUF@DAL,BUF,DAL,,,,,
40934-23046,RB,Jamize,Jamize Olawale,Olawale,0,1,4500,BUF@DAL,DAL,BUF,,,,,
40934-64215,RB,Karan,Karan Higdon Jr.,Higdon Jr.,0,0,4500,NE@HOU,HOU,NE,,,,,
40934-41371,RB,Khalfani,Khalfani Muhammad,Muhammad,0,0,4500,LAC@DEN,DEN,LAC,,,,,
40934-29445,QB,Sean,Sean Mannion,Mannion,-0.200000003,1,6000,MIN@SEA,MIN,SEA,,,,,
40934-22035,WR,Travis,Travis Benjamin,Benjamin,1.2,5,4500,LAC@DEN,LAC,DEN,IR,Quadriceps,,,
40934-57651,WR,Travis,Travis Fulgham,Fulgham,0,0,4500,CHI@DET,DET,CHI,,,,,
40934-56041,RB,Khari,Khari Blasingame,Blasingame,0,0,4500,TEN@IND,TEN,IND,,,,,
40934-33076,TE,Travis,Travis Kelce,Kelce,12.6181821,11,7100,OAK@KC,KC,OAK,,,,,
40934-26057,RB,Michael,Michael Burton,Burton,0,1,4500,WAS@CAR,WAS,CAR,,,,,
40934-56059,WR,Trent,Trent Sherfield,Sherfield,1.25,8,4500,LAR@ARI,ARI,LAR,,,,,
40934-43416,WR,Trent,Trent Taylor,Taylor,3.269230769,13,4500,SF@BAL,SF,BAL,IR,Foot,,,
40934-63330,RB,Mike,Mike Weber,Weber,0,0,4500,BUF@DAL,DAL,BUF,,,,,
40934-57342,WR,Tre'Quan,Tre'Quan Smith,Smith,5.120000076,5,4500,NO@ATL,NO,ATL,,,,,
40934-70705,TE,Trevon,Trevon Wesco,Wesco,1.100000024,2,4000,NYJ@CIN,NYJ,CIN,,,,,
40934-41370,WR,Trevor,Trevor Davis,Davis,2.639999962,10,4500,OAK@KC,OAK,KC,,,,,
40934-60947,QB,Jarrett,Jarrett Stidham,Stidham,-0.213333329,3,6000,NE@HOU,NE,HOU,,,,,
40934-30297,TE,Trey,Trey Burton,Burton,1.924999952,8,4000,CHI@DET,CHI,DET,IR,Calf,,,
40934-57064,RB,Ryan,Ryan Nall,Nall,0,0,4500,CHI@DET,CHI,DET,,,,,
40934-52902,WR,Trey,Trey Quinn,Quinn,3.527272658,11,4700,WAS@CAR,WAS,CAR,,,,,
40934-40746,TE,Troy,Troy Fumagalli,Fumagalli,3.133333206,3,4300,LAC@DEN,DEN,LAC,,,,,
40934-33320,RB,Senorise,Senorise Perry,Perry,0,6,4500,BUF@DAL,BUF,DAL,,,,,
40934-65331,RB,Sutton,Sutton Smith,Smith,0,0,4500,CLE@PIT,PIT,CLE,,,,,
40934-14319,RB,Taiwan,Taiwan Jones,Jones,0,4,4500,NE@HOU,HOU,NE,,,,,
40934-40669,WR,Tyler,Tyler Boyd,Boyd,10.09090909,11,6000,NYJ@CIN,CIN,NYJ,,,,,
40934-41562,QB,Nick,Nick Mullens,Mullens,-0.300000012,1,6000,SF@BAL,SF,BAL,,,,,
40934-60451,TE,Tyler,Tyler Conklin,Conklin,1.899999976,2,4000,MIN@SEA,MIN,SEA,,,,,
40934-33557,TE,Tyler,Tyler Eifert,Eifert,4.590909091,11,4700,NYJ@CIN,CIN,NYJ,,,,,
40934-71444,RB,Travis,Travis Homer,Homer,0,1,4500,MIN@SEA,SEA,MIN,,,,,
40934-47870,TE,Tyler,Tyler Higbee,Higbee,4.466666751,9,5500,LAR@ARI,LAR,ARI,,,,,
40934-26038,TE,Tyler,Tyler Kroft,Kroft,1.799999952,4,4500,BUF@DAL,BUF,DAL,,,,,
40934-27050,WR,Tyler,Tyler Lockett,Lockett,13.6454551,11,7000,MIN@SEA,SEA,MIN,,,,,
40934-53681,WR,Tyreek,Tyreek Hill,Hill,14.65714264,7,8300,OAK@KC,KC,OAK,Q,Hamstring,,,
40934-62535,WR,Tyrell,Tyrell Williams,Williams,10.44444444,9,6200,OAK@KC,OAK,KC,,,,,
40934-26483,QB,Geno,Geno Smith,Smith,-0.370000005,4,6000,MIN@SEA,SEA,MIN,,,,,
40934-69860,RB,Trayveon,Trayveon Williams,Williams,0,0,4500,NYJ@CIN,CIN,NYJ,,,,,
40934-32045,TE,Vance,Vance McDonald,McDonald,5.479999924,10,5000,CLE@PIT,PIT,CLE,,,,,
40934-56946,WR,Ventell,Ventell Bryant,Bryant,0,0,4500,BUF@DAL,DAL,BUF,,,,,
40934-6870,TE,Vernon,Vernon Davis,Davis,5.824999809,4,4500,WAS@CAR,WAS,CAR,IR,Concussion,,,
40934-14394,TE,Virgil,Virgil Green,Green,1.357142857,7,4000,LAC@DEN,LAC,DEN,,,,,
40934-84101,WR,Vyncint,Vyncint Smith,Smith,1.924999952,8,4600,NYJ@CIN,NYJ,CIN,,,,,
40934-12552,D,Washington,Washington Redskins,Redskins,6.636363636,11,3200,WAS@CAR,WAS,CAR,,,,,
40934-83091,RB,Trenton,Trenton Cannon,Cannon,0,2,4500,NYJ@CIN,NYJ,CIN,IR,Foot,,,
40934-43961,RB,Tyler,Tyler Ervin,Ervin,0,3,4500,TB@JAC,JAC,TB,,,,,
40934-103366,RB,Valentine,Valentine Holmes,Holmes,0,0,4500,NYJ@CIN,NYJ,CIN,,,,,
40934-42028,WR,Will,Will Fuller V,Fuller V,12.1875,8,6600,NE@HOU,HOU,NE,,,,,
40934-83079,QB,Kyle,Kyle Lauletta,Lauletta,-1.200000048,1,6000,PHI@MIA,PHI,MIA,,,,,
40934-44449,WR,Willie,Willie Snead IV,Snead IV,5.763636502,11,4600,SF@BAL,BAL,SF,,,,,
40934-29780,TE,Zach,Zach Ertz,Ertz,11.15454518,11,6900,PHI@MIA,PHI,MIA,,,,,
40934-64221,TE,Zach,Zach Gentry,Gentry,0,0,4000,CLE@PIT,PIT,CLE,,,,,
40934-104282,RB,Wes,Wes Hills,Hills,0,0,4500,CHI@DET,DET,CHI,,,,,
40934-53390,WR,Zach,Zach Pascal,Pascal,8.122222053,9,5400,TEN@IND,IND,TEN,,,,,
40934-40758,RB,Corey,Corey Clement,Clement,-2,2,4500,PHI@MIA,PHI,MIA,IR,Shoulder,,,
40934-41305,WR,Zay,Zay Jones,Jones,2.777777778,9,4700,OAK@KC,OAK,KC,,,,,
